Date,CHF/JPY Close,CHF/JPY High,CHF/JPY Low;;
1999-06-17,77.25,77.65,77.06;;
1999-06-18,78.28,78.81,78.03;;
1999-06-21,79.39,79.4,78.93;;
1999-06-22,78.7,78.87,78.57;;
1999-06-23,78.8,78.92,78.51;;
1999-06-24,79.33,79.38,78.78;;
1999-06-25,79.22,79.59,79.12;;
1999-06-28,78.43,79.38,78.4;;
1999-06-29,78.09,78.36,77.81;;
1999-06-30,78.15,78.24,77.72;;
1999-07-01,76.9,77.75,76.87;;
1999-07-02,77.23,77.32,76.97;;
1999-07-05,77.96,78.28,77.68;;
1999-07-06,77.88,78.13,77.8;;
1999-07-07,77.88,77.98,77.69;;
1999-07-08,78.01,78.17,77.64;;
1999-07-09,77.5,78.09,77.41;;
1999-07-12,77.27,77.34,77.02;;
1999-07-13,76.91,77.29,76.82;;
1999-07-14,76.67,76.82,76.5;;
1999-07-15,76.76,76.93,76.53;;
1999-07-16,76.77,76.98,76.56;;
1999-07-19,75.61,76.65,75.45;;
1999-07-20,77.12,77.5,76.59;;
1999-07-21,77.42,77.8,77.27;;
1999-07-22,76.39,77.34,76.22;;
1999-07-23,76.32,76.57,75.85;;
1999-07-26,77.5,77.59,77;;
1999-07-27,77.25,77.79,77.08;;
1999-07-28,77.41,77.49,76.91;;
1999-07-29,77.59,77.61,76.99;;
1999-07-30,76.88,77.15,76.64;;
1999-08-02,76.43,76.6,76.26;;
1999-08-03,77.01,77.1,76.59;;
1999-08-04,77,77.23,75.75;;
1999-08-05,76.85,77.16,76.69;;
1999-08-06,77.13,77.22,76.81;;
1999-08-09,77.02,77.24,76.8;;
1999-08-10,76.78,77.08,76.59;;
1999-08-11,76.74,76.78,76.53;;
1999-08-12,77,77.05,76.77;;
1999-08-13,76.35,76.95,76.18;;
1999-08-16,75.68,75.8,75.57;;
1999-08-17,74.87,75.22,74.85;;
1999-08-18,73.69,74.13,73.53;;
1999-08-19,74.09,74.16,72.94;;
1999-08-20,74.41,74.61,74.1;;
1999-08-23,73.14,74.07,73.06;;
1999-08-24,72.92,73.51,72.64;;
1999-08-25,72.28,72.74,72.17;;
1999-08-26,72.76,72.96,72.5;;
1999-08-27,72.87,73.07,72.73;;
1999-08-30,72.34,72.63,72.16;;
1999-08-31,72.43,72.58,72.17;;
1999-09-01,72.13,72.57,72.09;;
1999-09-02,73.1,73.35,72.09;;
1999-09-03,73.1,73.62,72.88;;
1999-09-06,72.55,73,72.45;;
1999-09-07,73.41,73.49,73.32;;
1999-09-08,73.55,73.66,73.28;;
1999-09-09,71.01,72.11,70.82;;
1999-09-10,70.11,71.78,70.08;;
1999-09-13,69.05,69.07,68.42;;
1999-09-14,68.35,68.92,67.94;;
1999-09-15,67.54,67.86,66.89;;
1999-09-16,68.19,68.43,67.35;;
1999-09-17,69.36,69.45,68.82;;
1999-09-20,68.74,70.25,68.67;;
1999-09-21,68.6,68.66,67.29;;
1999-09-22,67.69,68.45,67.57;;
1999-09-23,67.93,67.95,67.46;;
1999-09-24,67.94,68.92,67.75;;
1999-09-27,69.27,69.47,68.3;;
1999-09-28,69.93,70.04,69.39;;
1999-09-29,71.12,71.22,70.43;;
1999-09-30,71.04,71.16,70.27;;
1999-10-01,70.91,71.04,70.39;;
1999-10-04,71.62,71.65,71.35;;
1999-10-05,72.01,72.16,71.68;;
1999-10-06,72.25,72.75,72.14;;
1999-10-07,72.23,72.64,72.11;;
1999-10-08,71.46,72.01,71.31;;
1999-10-11,71.2,71.6,70.95;;
1999-10-12,71.83,71.84,71.15;;
1999-10-13,72.79,73.27,72.41;;
1999-10-14,72.82,72.85,72.23;;
1999-10-15,72.3,72.63,72.19;;
1999-10-18,71.76,72.05,71.63;;
1999-10-19,71.73,72.06,71.61;;
1999-10-20,71.83,72.12,71.57;;
1999-10-21,71.94,72.17,71.87;;
1999-10-22,70.68,71.14,70.47;;
1999-10-25,70.29,70.69,70.18;;
1999-10-26,69.24,69.48,69.07;;
1999-10-27,68.52,68.83,68.21;;
1999-10-28,69.01,69.11,68.13;;
1999-10-29,68.47,68.53,67.97;;
1999-11-01,68.25,68.64,68.04;;
1999-11-02,68.14,68.61,67.9;;
1999-11-03,68.33,68.61,67.66;;
1999-11-04,67.3,68.46,67.03;;
1999-11-05,68.47,68.75,67.66;;
1999-11-08,67.86,68.91,67.74;;
1999-11-09,67.84,68.18,67.7;;
1999-11-10,67.95,68.03,67.77;;
1999-11-11,67.95,68.4,67.8;;
1999-11-12,67.6,67.69,67.22;;
1999-11-15,67.44,67.45,67.24;;
1999-11-16,68.25,68.35,67.91;;
1999-11-17,68.46,68.65,68.36;;
1999-11-18,68.06,68.51,68.36;;
1999-11-19,68.35,68.42,67.45;;
1999-11-22,67.47,67.68,67.39;;
1999-11-23,66.9,67.4,66.74;;
1999-11-24,66.42,66.94,66.4;;
1999-11-25,66.43,66.75,66.3;;
1999-11-26,64.45,65.61,63.94;;
1999-11-29,64.41,64.55,63.75;;
1999-11-30,64.13,64.42,63.78;;
1999-12-01,64.66,64.72,64.21;;
1999-12-02,64.33,64.59,64.26;;
1999-12-03,64.54,64.55,64.02;;
1999-12-06,65.88,66.24,65.53;;
1999-12-07,65.54,65.73,65.29;;
1999-12-08,66.03,66.16,65.75;;
1999-12-09,65.36,65.66,65;;
1999-12-10,64.72,65.14,64.64;;
1999-12-13,65.34,65.37,64.76;;
1999-12-14,65.07,65.25,64.91;;
1999-12-15,65.29,65.34,64.79;;
1999-12-16,65.41,65.51,65.08;;
1999-12-17,64.89,65.43,64.79;;
1999-12-20,64.82,64.94,64.55;;
1999-12-21,64.45,64.55,64.26;;
1999-12-22,64.09,64.15,63.87;;
1999-12-23,64.37,64.77,64.06;;
1999-12-24,64.9,65.2,64.45;;
1999-12-27,64.51,64.97,64.19;;
1999-12-28,64.11,64.29,63.84;;
1999-12-29,63.95,64.23,63.63;;
1999-12-30,64.34,64.46,63.83;;
1999-12-31,64.35,64.58,64.04;;
2000-01-03,64.99,65.03,63.57;;
2000-01-04,66.28,66.4,65.98;;
2000-01-05,67.13,67.15,66.75;;
2000-01-06,67.74,67.88,67.35;;
2000-01-07,67.27,67.81,67.05;;
2000-01-10,67.03,67.25,66.67;;
2000-01-11,67.92,68.04,67.57;;
2000-01-12,67.8,67.93,67.42;;
2000-01-13,67.54,67.7,67.36;;
2000-01-14,66.4,67.14,66.32;;
2000-01-17,65.73,66.37,65.43;;
2000-01-18,66.2,66.26,65.8;;
2000-01-19,66.05,66.4,65.9;;
2000-01-20,66.42,66.62,65.71;;
2000-01-21,65.7,65.81,65.24;;
2000-01-24,65.77,65.8,65.26;;
2000-01-25,65.78,66.05,65.52;;
2000-01-26,65.65,65.94,65.46;;
2000-01-27,64.21,65.39,64.14;;
2000-01-28,64.96,65.02,64.01;;
2000-01-31,64.79,65.28,64.53;;
2000-02-01,65.18,65.47,64.74;;
2000-02-02,65.54,65.9,65.12;;
2000-02-03,66.3,66.51,65.72;;
2000-02-04,65.63,65.97,65.21;;
2000-02-07,66.39,66.45,65.8;;
2000-02-08,67.07,67.36,66.93;;
2000-02-09,67.28,67.43,66.96;;
2000-02-10,66.85,67.09,66.54;;
2000-02-11,66.94,67.08,66.68;;
2000-02-14,66.39,66.49,66.11;;
2000-02-15,66.66,66.77,66.1;;
2000-02-16,67.3,67.37,66.69;;
2000-02-17,68.14,68.35,67.62;;
2000-02-18,68.11,68.38,67.9;;
2000-02-21,68.55,69.62,67.91;;
2000-02-22,69.2,69.55,68.99;;
2000-02-23,69.27,69.47,68.98;;
2000-02-24,68.62,68.77,67.98;;
2000-02-25,66.74,67.83,66.58;;
2000-02-28,66.08,66.22,65.32;;
2000-02-29,66.28,66.49,65.78;;
2000-03-01,64.93,65.2,64.43;;
2000-03-02,64.8,65.13,64.23;;
2000-03-03,64.52,64.86,64.3;;
2000-03-06,64.11,64.46,63.9;;
2000-03-07,63.2,64.14,62.83;;
2000-03-08,64.01,64.08,63.35;;
2000-03-09,64.14,64.3,63.69;;
2000-03-10,63.53,63.97,63.41;;
2000-03-13,63.28,63.53,62.98;;
2000-03-14,63.03,63.06,62.43;;
2000-03-15,63.39,63.87,62.83;;
2000-03-16,63.62,63.89,63.08;;
2000-03-17,64.41,64.45,63.32;;
2000-03-20,64.18,64.33,63.98;;
2000-03-21,64.03,64.48,63.97;;
2000-03-22,63.78,63.94,63.52;;
2000-03-23,65.23,65.32,64.64;;
2000-03-24,65.74,65.89,64.93;;
2000-03-27,64.88,65.34,64.8;;
2000-03-28,64,64.75,63.83;;
2000-03-29,62.99,63.51,62.78;;
2000-03-30,63.62,63.67,62.82;;
2000-03-31,61.48,61.98,61.25;;
2000-04-03,63.52,63.59,62.93;;
2000-04-04,64.13,64.91,62.52;;
2000-04-05,64.13,64.67,64.1;;
2000-04-06,64.03,64.3,63.8;;
2000-04-07,64.08,64.4,63.82;;
2000-04-10,65.04,65.14,64.27;;
2000-04-11,65.28,65.65,65.06;;
2000-04-12,64.22,64.53,64.04;;
2000-04-13,64.19,64.41,63.93;;
2000-04-14,63.97,64.53,63.64;;
2000-04-17,63.33,63.59,63.2;;
2000-04-18,63.02,63.22,62.79;;
2000-04-19,62.46,62.89,62.45;;
2000-04-20,63.04,63.07,62.39;;
2000-04-21,63.13,63.23,62.86;;
2000-04-24,63.24,63.32,62.99;;
2000-04-25,61.94,62.45,61.82;;
2000-04-26,62.43,62.55,62.15;;
2000-04-27,61.57,62.23,61.37;;
2000-04-28,62.8,62.94,62.05;;
2000-05-01,63.82,63.85,62.75;;
2000-05-02,63.17,63.77,62.89;;
2000-05-03,63.28,63.34,62.78;;
2000-05-04,62.19,62.93,62.15;;
2000-05-05,62.74,63.14,62.35;;
2000-05-08,63.09,63.14,62.69;;
2000-05-09,63.75,63.87,63.32;;
2000-05-10,63.77,64.1,63.25;;
2000-05-11,62.73,63.47,62.66;;
2000-05-12,64.08,64.44,63.21;;
2000-05-15,64.19,64.54,64.14;;
2000-05-16,63.66,64.09,63.31;;
2000-05-17,63.09,63.47,62.83;;
2000-05-18,62.45,62.87,62.38;;
2000-05-19,61.81,61.89,61.14;;
2000-05-22,62.27,62.55,62.1;;
2000-05-23,61.8,62.2,61.59;;
2000-05-24,62.63,62.91,62.09;;
2000-05-25,62.71,62.85,62.14;;
2000-05-26,63.63,63.83,62.64;;
2000-05-29,63.37,63.75,63.25;;
2000-05-30,63.15,63.6,62.89;;
2000-05-31,63.96,64.16,63.5;;
2000-06-01,64.44,64.56,64.21;;
2000-06-02,64.87,65.05,64.51;;
2000-06-05,64.85,64.86,64.22;;
2000-06-06,64.22,64.91,64.13;;
2000-06-07,64.67,64.93,64.16;;
2000-06-08,64.83,65.21,64.28;;
2000-06-09,65.07,65.13,64.58;;
2000-06-12,65.17,65.33,64.96;;
2000-06-13,65.72,65.77,65.2;;
2000-06-14,65.51,65.69,65.19;;
2000-06-15,65.13,65.18,64.42;;
2000-06-16,65.73,65.82,65.05;;
2000-06-19,64.97,65.28,64.8;;
2000-06-20,64.95,65,64.6;;
2000-06-21,64.4,64.53,64.13;;
2000-06-22,63.21,64.21,62.95;;
2000-06-23,63.16,63.29,62.85;;
2000-06-26,64.05,64.14,63.6;;
2000-06-27,64.46,64.47,63.95;;
2000-06-28,64.19,64.41,64.06;;
2000-06-29,64.21,64.26,63.97;;
2000-06-30,64.67,65.28,64.53;;
2000-07-03,64.59,64.88,64.48;;
2000-07-04,65.05,65.08,64.35;;
2000-07-05,65.95,66.08,65.54;;
2000-07-06,66.08,66.44,65.94;;
2000-07-07,66.2,66.41,65.78;;
2000-07-10,65.97,66.03,65.7;;
2000-07-11,65.73,65.81,65.41;;
2000-07-12,65.6,66.14,65.37;;
2000-07-13,65.4,65.47,64.42;;
2000-07-14,65.36,65.49,64.97;;
2000-07-17,65.44,65.82,65.35;;
2000-07-18,64.74,65.33,64.53;;
2000-07-19,64.54,64.63,64.16;;
2000-07-20,64.78,64.81,64.37;;
2000-07-21,65.62,65.67,65.36;;
2000-07-24,65.27,65.52,65.19;;
2000-07-25,66.02,66.27,65.98;;
2000-07-26,66.24,66.43,66.02;;
2000-07-27,65.65,66.15,65.62;;
2000-07-28,65.37,65.67,65.22;;
2000-07-31,65.51,65.85,65.34;;
2000-08-01,64.95,65.79,64.85;;
2000-08-02,64.5,64.78,64.3;;
2000-08-03,63.62,63.66,63.04;;
2000-08-04,63.64,63.72,63.05;;
2000-08-07,64.08,64.16,63.81;;
2000-08-08,63.48,63.55,63.16;;
2000-08-09,62.78,63.01,62.63;;
2000-08-10,63.82,63.92,63.28;;
2000-08-11,63.2,63.94,62.98;;
2000-08-14,63.69,63.81,63.42;;
2000-08-15,63.86,63.99,63.66;;
2000-08-16,63.65,63.7,63.1;;
2000-08-17,63.66,63.68,63.38;;
2000-08-18,63.02,63.61,62.76;;
2000-08-21,62.76,62.99,62.6;;
2000-08-22,62.28,62.41,62.14;;
2000-08-23,62.14,62.18,61.59;;
2000-08-24,62.44,62.6,62.27;;
2000-08-25,62.54,62.79,62.24;;
2000-08-28,62.18,62.23,62.02;;
2000-08-29,61.18,61.9,61.14;;
2000-08-30,61.36,61.5,61.25;;
2000-08-31,61.29,61.4,61.01;;
2000-09-01,61.39,61.56,61.07;;
2000-09-04,61.22,61.51,60.97;;
2000-09-05,60.62,60.89,60.38;;
2000-09-06,59.54,60.25,59.41;;
2000-09-07,59.24,59.46,58.78;;
2000-09-08,59.63,59.69,59.17;;
2000-09-11,59.78,59.96,59.63;;
2000-09-12,60.49,60.91,60.19;;
2000-09-13,60.63,60.94,60.57;;
2000-09-14,60.7,60.92,60.38;;
2000-09-15,60.16,60.88,60.09;;
2000-09-18,59.96,60.13,59.72;;
2000-09-19,60.19,60.39,60.01;;
2000-09-20,59.96,59.99,59.6;;
2000-09-21,60.42,60.49,59.85;;
2000-09-22,62.45,62.66,62.15;;
2000-09-25,61.96,62.11,61.65;;
2000-09-26,62.37,62.41,61.85;;
2000-09-27,62.25,62.67,61.91;;
2000-09-28,62.19,62.56,62.09;;
2000-09-29,62.58,62.68,62.21;;
2000-10-02,62.74,63,62.61;;
2000-10-03,62.68,62.79,62.49;;
2000-10-04,62.94,63.13,62.73;;
2000-10-05,62.36,63.03,62.31;;
2000-10-06,62.17,62.29,61.95;;
2000-10-09,62.05,62.45,62.05;;
2000-10-10,61.71,62.09,61.6;;
2000-10-11,61.75,62.34,61.73;;
2000-10-12,61.69,62.19,61.26;;
2000-10-13,60.88,61.69,60.76;;
2000-10-16,60.89,61.17,60.66;;
2000-10-17,61.15,61.17,60.5;;
2000-10-18,60.17,61.46,59.8;;
2000-10-19,60.64,60.86,60.47;;
2000-10-20,61.11,61.21,60.58;;
2000-10-23,60.22,60.69,60.19;;
2000-10-24,60.11,60.58,59.95;;
2000-10-25,59.44,59.86,59.16;;
2000-10-26,59.53,59.77,59.13;;
2000-10-27,60.12,60.26,59.71;;
2000-10-30,60.31,60.6,60.22;;
2000-10-31,60.65,60.85,60.42;;
2000-11-01,61.01,61.17,60.68;;
2000-11-02,60.97,61.21,60.86;;
2000-11-03,60.81,61.28,60.35;;
2000-11-06,60.73,60.96,60.33;;
2000-11-07,60.62,60.67,60.41;;
2000-11-08,60.35,60.77,60.17;;
2000-11-09,61.12,61.22,60.16;;
2000-11-10,61.04,61.34,60.89;;
2000-11-13,60.92,61.14,60.73;;
2000-11-14,60.95,61.09,60.75;;
2000-11-15,61.24,61.38,60.98;;
2000-11-16,60.9,61.23,60.84;;
2000-11-17,60.47,61.08,60.45;;
2000-11-20,61.19,61.27,60.5;;
2000-11-21,61.09,61.43,60.96;;
2000-11-22,61.29,61.32,60.73;;
2000-11-23,60.85,61.28,61.06;;
2000-11-24,61.75,61.76,61.26;;
2000-11-27,62.24,62.32,61.63;;
2000-11-28,62.5,62.61,62.18;;
2000-11-29,63.16,63.34,62.73;;
2000-11-30,63.79,64.15,63.65;;
2000-12-01,64.53,64.67,63.97;;
2000-12-04,65.33,65.45,64.92;;
2000-12-05,64.86,64.9,64.5;;
2000-12-06,64.86,65,64.49;;
2000-12-07,65.01,65.49,64.87;;
2000-12-08,65.03,65.49,64.86;;
2000-12-11,64.66,64.84,64.48;;
2000-12-12,65.09,65.23,64.94;;
2000-12-13,65.5,65.69,65.32;;
2000-12-14,66.32,66.41,65.77;;
2000-12-15,66.93,67.08,66.74;;
2000-12-18,66.64,66.89,66.39;;
2000-12-19,66.74,66.76,66.17;;
2000-12-20,67.48,67.51,67.07;;
2000-12-21,67.4,67.57,67.02;;
2000-12-22,68.47,68.52,68.11;;
2000-12-25,68.47,68.47,68.47;;
2000-12-26,69.68,69.75,69.2;;
2000-12-27,69.85,69.85,69.39;;
2000-12-28,69.88,69.97,69.6;;
2000-12-29,70.84,71.01,70.15;;
2001-01-01,70.84,70.84,70.84;;
2001-01-02,71.48,71.51,70.7;;
2001-01-03,69.81,71.6,69.64;;
2001-01-04,72.05,72.22,71.06;;
2001-01-05,72.99,73.04,72.23;;
2001-01-08,72.16,72.44,71.93;;
2001-01-09,72.28,72.34,71.38;;
2001-01-10,71.61,72.56,71.44;;
2001-01-11,73,73.24,72.74;;
2001-01-12,73.09,73.2,72.4;;
2001-01-15,72.6,73.54,72.47;;
2001-01-16,71.79,72.36,71.44;;
2001-01-17,72.18,72.2,71;;
2001-01-18,72.99,73.21,72.37;;
2001-01-19,71.51,72.53,71.45;;
2001-01-22,71.23,71.48,70.46;;
2001-01-23,71.7,71.98,71.53;;
2001-01-24,71.16,71.63,71.03;;
2001-01-25,70.43,70.8,70.02;;
2001-01-26,71.07,71.11,70.24;;
2001-01-29,70.44,70.68,70.28;;
2001-01-30,70.37,70.92,70.24;;
2001-01-31,71.15,71.17,70.36;;
2001-02-01,70.99,71.09,70.58;;
2001-02-02,70.3,70.55,69.96;;
2001-02-05,70.08,70.69,69.97;;
2001-02-06,69.27,69.77,69.27;;
2001-02-07,70.37,70.69,70.31;;
2001-02-08,69.83,69.9,69.24;;
2001-02-09,70.89,71.12,70.5;;
2001-02-12,71.09,71.29,70.86;;
2001-02-13,69.85,71.22,69.7;;
2001-02-14,69.82,69.92,69.46;;
2001-02-15,68.27,68.96,68.12;;
2001-02-16,68.89,69.07,68.31;;
2001-02-19,69.45,69.61,68.89;;
2001-02-20,68.57,68.67,68.07;;
2001-02-21,69.08,69.81,68.86;;
2001-02-22,68.8,69.13,68.4;;
2001-02-23,69.19,69.34,68.76;;
2001-02-26,69.13,69.22,68.93;;
2001-02-27,69.35,69.52,68.96;;
2001-02-28,70.33,70.42,70;;
2001-03-01,71.11,71.27,70.61;;
2001-03-02,72.18,72.68,72.08;;
2001-03-05,72.1,72.36,71.92;;
2001-03-06,72.05,72.16,71.29;;
2001-03-07,72.27,72.64,72.08;;
2001-03-08,72.42,72.45,71.96;;
2001-03-09,72.39,72.62,72.08;;
2001-03-12,72.65,72.89,72.28;;
2001-03-13,71.18,72.04,71.1;;
2001-03-14,71.5,72.17,71.25;;
2001-03-15,71.65,71.99,71.2;;
2001-03-16,71.75,72,71.22;;
2001-03-19,72.06,72.24,71.4;;
2001-03-20,72.23,72.38,71.87;;
2001-03-21,72.15,73.23,71.99;;
2001-03-22,71.73,72.13,71.56;;
2001-03-23,71.37,71.68,71.28;;
2001-03-26,71.61,71.94,71.43;;
2001-03-27,71.1,72.12,70.82;;
2001-03-28,70.86,71.22,70.58;;
2001-03-29,71.51,71.55,71.03;;
2001-03-30,72.44,72.96,72.09;;
2001-04-02,72.9,73.27,72.55;;
2001-04-03,73.74,73.82,72.95;;
2001-04-04,74.06,74.41,73.66;;
2001-04-05,72.88,74.26,72.76;;
2001-04-06,73.21,73.41,72.86;;
2001-04-09,73.5,73.88,73.46;;
2001-04-10,72.42,73.6,72.26;;
2001-04-11,72.92,73.04,72.07;;
2001-04-12,72.51,72.61,71.76;;
2001-04-13,72.7,72.91,72.39;;
2001-04-16,72.37,72.64,72.34;;
2001-04-17,71.23,71.69,70.99;;
2001-04-18,70.66,71.23,69.75;;
2001-04-19,71.12,71.25,70.23;;
2001-04-20,72.39,72.5,71.71;;
2001-04-23,71.07,71.77,71.05;;
2001-04-24,71.28,71.93,71.08;;
2001-04-25,71.59,71.83,71.14;;
2001-04-26,72.39,72.44,71.37;;
2001-04-27,71.87,72.9,71.64;;
2001-04-30,71.39,71.5,70.9;;
2001-05-01,70.66,70.82,70.51;;
2001-05-02,70.47,70.71,70.29;;
2001-05-03,70.08,70.68,69.69;;
2001-05-04,70.21,70.57,69.85;;
2001-05-07,69.99,70.17,69.87;;
2001-05-08,69.57,70.27,69.51;;
2001-05-09,70.15,70.23,69.79;;
2001-05-10,70.35,70.49,70;;
2001-05-11,70.09,70.16,69.55;;
2001-05-14,70.4,70.47,70.17;;
2001-05-15,70.78,70.93,70.59;;
2001-05-16,71.26,71.52,70.65;;
2001-05-17,70.47,70.89,70.41;;
2001-05-18,70.89,70.9,70.42;;
2001-05-21,70.16,70.48,70.12;;
2001-05-22,69.43,70.38,69.33;;
2001-05-23,67.3,68.15,66.95;;
2001-05-24,67.48,67.74,67.33;;
2001-05-25,67.82,67.97,67.39;;
2001-05-28,68.09,68.25,67.8;;
2001-05-29,67.45,67.58,67.19;;
2001-05-30,67.66,67.82,67.5;;
2001-05-31,66.35,67.68,65.81;;
2001-06-01,66.39,66.48,65.77;;
2001-06-04,66.51,67.2,66.32;;
2001-06-05,67.62,67.73,66.22;;
2001-06-06,67.17,68.04,66.84;;
2001-06-07,66.94,67.05,66.55;;
2001-06-08,67.54,67.57,66.8;;
2001-06-11,67.63,68.09,67.34;;
2001-06-12,68,68.04,67.38;;
2001-06-13,68.17,68.64,67.83;;
2001-06-14,68.61,68.7,67.79;;
2001-06-15,69.21,69.52,68.51;;
2001-06-18,69.42,69.65,69.1;;
2001-06-19,68.8,69.5,68.63;;
2001-06-20,69.29,69.49,68.5;;
2001-06-21,69.99,70.06,68.29;;
2001-06-22,70.05,70.12,69.58;;
2001-06-25,70.07,70.38,69.88;;
2001-06-26,70.12,70.2,69.95;;
2001-06-27,70.34,70.68,70.1;;
2001-06-28,69.27,70.7,69.17;;
2001-06-29,69.54,69.6,68.84;;
2001-07-02,69.26,69.7,68.98;;
2001-07-03,69.26,69.37,68.83;;
2001-07-04,69.21,69.55,69.1;;
2001-07-05,69.15,69.7,69.06;;
2001-07-06,70.2,70.23,68.92;;
2001-07-09,69.81,70.25,69.65;;
2001-07-10,70.41,70.62,69.7;;
2001-07-11,70.45,71.12,70.26;;
2001-07-12,69.93,70.45,69.62;;
2001-07-13,70.49,70.56,69.9;;
2001-07-16,70.9,71.15,70.45;;
2001-07-17,71.28,71.3,70.24;;
2001-07-18,71.93,72.17,71.1;;
2001-07-19,71.43,72.08,71.18;;
