Date,USD/CHF Close,USD/CHF High,USD/CHF Low;;;;;
1999-08-09,1.4958,1.4994,1.4905;;;;;
1999-08-10,1.496,1.4965,1.4865;;;;;
1999-08-11,1.5034,1.5052,1.494;;;;;
1999-08-12,1.5011,1.5087,1.5002;;;;;
1999-08-13,1.5101,1.5181,1.497;;;;;
1999-08-16,1.5157,1.5191,1.511;;;;;
1999-08-17,1.523,1.5267,1.5135;;;;;
1999-08-18,1.5197,1.525,1.5154;;;;;
1999-08-19,1.5035,1.529,1.5012;;;;;
1999-08-20,1.4966,1.5035,1.4939;;;;;
1999-08-23,1.5238,1.5305,1.4955;;;;;
1999-08-24,1.5192,1.537,1.5151;;;;;
1999-08-25,1.5327,1.5387,1.518;;;;;
1999-08-26,1.5335,1.5382,1.53;;;;;
1999-08-27,1.5313,1.5355,1.527;;;;;
1999-08-30,1.5305,1.534,1.527;;;;;
1999-08-31,1.5131,1.5365,1.5076;;;;;
1999-09-01,1.5117,1.5155,1.504;;;;;
1999-09-02,1.4935,1.517,1.4878;;;;;
1999-09-03,1.506,1.5093,1.4895;;;;;
1999-09-06,1.511,1.512,1.5045;;;;;
1999-09-07,1.51,1.52,1.5079;;;;;
1999-09-08,1.5103,1.5148,1.5015;;;;;
1999-09-09,1.5192,1.5216,1.505;;;;;
1999-09-10,1.5525,1.5532,1.515;;;;;
1999-09-13,1.542,1.559,1.5403;;;;;
1999-09-14,1.5483,1.555,1.536;;;;;
1999-09-15,1.5433,1.5586,1.5388;;;;;
1999-09-16,1.5423,1.548,1.529;;;;;
1999-09-17,1.5415,1.546,1.539;;;;;
1999-09-20,1.5474,1.55,1.535;;;;;
1999-09-21,1.5285,1.5495,1.5256;;;;;
1999-09-22,1.5364,1.5439,1.521;;;;;
1999-09-23,1.5363,1.543,1.529;;;;;
1999-09-24,1.5321,1.5379,1.5185;;;;;
1999-09-27,1.5292,1.5415,1.528;;;;;
1999-09-28,1.5174,1.534,1.5129;;;;;
1999-09-29,1.5043,1.5225,1.5003;;;;;
1999-09-30,1.4977,1.5075,1.4935;;;;;
1999-10-01,1.4797,1.497,1.479;;;;;
1999-10-04,1.4828,1.49,1.477;;;;;
1999-10-05,1.4788,1.493,1.4777;;;;;
1999-10-06,1.4883,1.4905,1.473;;;;;
1999-10-07,1.4875,1.4949,1.4814;;;;;
1999-10-08,1.5021,1.5065,1.4855;;;;;
1999-10-11,1.5005,1.5035,1.4965;;;;;
1999-10-12,1.4802,1.5005,1.479;;;;;
1999-10-13,1.4741,1.48,1.4715;;;;;
1999-10-14,1.4735,1.4795,1.4671;;;;;
1999-10-15,1.4566,1.476,1.4537;;;;;
1999-10-18,1.4647,1.4666,1.4555;;;;;
1999-10-19,1.4668,1.4752,1.465;;;;;
1999-10-20,1.4826,1.4872,1.4665;;;;;
1999-10-21,1.4717,1.48,1.4687;;;;;
1999-10-22,1.4996,1.5014,1.474;;;;;
1999-10-25,1.4985,1.504,1.4936;;;;;
1999-10-26,1.5122,1.5165,1.494;;;;;
1999-10-27,1.5236,1.5273,1.5035;;;;;
1999-10-28,1.5233,1.5316,1.519;;;;;
1999-10-29,1.5218,1.5355,1.5185;;;;;
1999-11-01,1.5268,1.5305,1.514;;;;;
1999-11-02,1.5283,1.5332,1.518;;;;;
1999-11-03,1.5354,1.5375,1.526;;;;;
1999-11-04,1.5591,1.5605,1.529;;;;;
1999-11-05,1.5484,1.5604,1.5488;;;;;
1999-11-08,1.5496,1.5568,1.5405;;;;;
1999-11-09,1.5472,1.553,1.5413;;;;;
1999-11-10,1.5397,1.5487,1.5372;;;;;
1999-11-11,1.5435,1.547,1.5382;;;;;
1999-11-12,1.5557,1.562,1.544;;;;;
1999-11-15,1.5555,1.5596,1.553;;;;;
1999-11-16,1.5515,1.5582,1.5487;;;;;
1999-11-17,1.54,1.5555,1.534;;;;;
1999-11-18,1.5567,1.5629,1.5355;;;;;
1999-11-19,1.5553,1.5645,1.5503;;;;;
1999-11-22,1.5535,1.557,1.5484;;;;;
1999-11-23,1.557,1.5606,1.5485;;;;;
1999-11-24,1.5725,1.5759,1.5565;;;;;
1999-11-25,1.57,1.573,1.5665;;;;;
1999-11-26,1.577,1.5882,1.5685;;;;;
1999-11-29,1.5872,1.5984,1.5705;;;;;
1999-11-30,1.5889,1.595,1.582;;;;;
1999-12-01,1.5882,1.5945,1.5805;;;;;
1999-12-02,1.5955,1.598,1.584;;;;;
1999-12-03,1.5911,1.6,1.5908;;;;;
1999-12-06,1.5638,1.5945,1.5568;;;;;
1999-12-07,1.5615,1.568,1.5525;;;;;
1999-12-08,1.5581,1.566,1.555;;;;;
1999-12-09,1.5668,1.575,1.554;;;;;
1999-12-10,1.581,1.5822,1.564;;;;;
1999-12-13,1.5792,1.5849,1.576;;;;;
1999-12-14,1.5909,1.597,1.5785;;;;;
1999-12-15,1.5883,1.598,1.5866;;;;;
1999-12-16,1.5756,1.589,1.5724;;;;;
1999-12-17,1.5901,1.5933,1.5645;;;;;
1999-12-20,1.5807,1.594,1.576;;;;;
1999-12-21,1.5854,1.588,1.5765;;;;;
1999-12-22,1.5866,1.5903,1.5835;;;;;
1999-12-23,1.5809,1.59,1.5728;;;;;
1999-12-24,1.5855,1.5865,1.5795;;;;;
1999-12-27,1.5851,1.5891,1.5803;;;;;
1999-12-28,1.5969,1.5989,1.5825;;;;;
1999-12-29,1.5981,1.6009,1.588;;;;;
1999-12-30,1.5933,1.6021,1.5903;;;;;
1999-12-31,1.5884,1.5975,1.5877;;;;;
2000-01-03,1.5617,1.5983,1.5613;;;;;
2000-01-04,1.558,1.57,1.5518;;;;;
2000-01-05,1.5551,1.559,1.5425;;;;;
2000-01-06,1.5476,1.5623,1.543;;;;;
2000-01-07,1.5646,1.568,1.5525;;;;;
2000-01-10,1.5688,1.575,1.563;;;;;
2000-01-11,1.5594,1.57,1.5582;;;;;
2000-01-12,1.5624,1.5692,1.5608;;;;;
2000-01-13,1.5717,1.5749,1.562;;;;;
2000-01-14,1.5922,1.5977,1.5776;;;;;
2000-01-17,1.596,1.6028,1.5905;;;;;
2000-01-18,1.5941,1.6012,1.5911;;;;;
2000-01-19,1.5945,1.5998,1.588;;;;;
2000-01-20,1.5849,1.6037,1.5817;;;;;
2000-01-21,1.595,1.6038,1.5805;;;;;
2000-01-24,1.6055,1.6134,1.6015;;;;;
2000-01-25,1.6096,1.6145,1.596;;;;;
2000-01-26,1.6103,1.6136,1.614;;;;;
2000-01-27,1.6321,1.6347,1.607;;;;;
2000-01-28,1.648,1.6561,1.6305;;;;;
2000-01-31,1.6587,1.663,1.6379;;;;;
2000-02-01,1.6545,1.6616,1.6453;;;;;
2000-02-02,1.6516,1.6614,1.6435;;;;;
2000-02-03,1.6246,1.6585,1.6163;;;;;
2000-02-04,1.6347,1.6486,1.617;;;;;
2000-02-07,1.6387,1.647,1.633;;;;;
2000-02-08,1.6304,1.641,1.6215;;;;;
2000-02-09,1.6218,1.6315,1.6148;;;;;
2000-02-10,1.6291,1.6328,1.6155;;;;;
2000-02-11,1.6262,1.64,1.6241;;;;;
2000-02-14,1.6386,1.6449,1.6195;;;;;
2000-02-15,1.6369,1.6445,1.6276;;;;;
2000-02-16,1.6255,1.6395,1.6242;;;;;
2000-02-17,1.6227,1.6308,1.6115;;;;;
2000-02-18,1.6295,1.6354,1.62;;;;;
2000-02-21,1.6235,1.6275,1.622;;;;;
2000-02-22,1.5999,1.623,1.5945;;;;;
2000-02-23,1.607,1.6099,1.5945;;;;;
2000-02-24,1.6182,1.6287,1.605;;;;;
2000-02-25,1.6507,1.6553,1.621;;;;;
2000-02-28,1.6533,1.7115,1.65;;;;;
2000-02-29,1.6614,1.6658,1.6275;;;;;
2000-03-01,1.6493,1.6675,1.6455;;;;;
2000-03-02,1.6627,1.6721,1.6425;;;;;
2000-03-03,1.6715,1.6751,1.66;;;;;
2000-03-06,1.6774,1.6796,1.662;;;;;
2000-03-07,1.6799,1.6876,1.672;;;;;
2000-03-08,1.6721,1.6862,1.668;;;;;
2000-03-09,1.6611,1.6725,1.6568;;;;;
2000-03-10,1.6714,1.6752,1.659;;;;;
2000-03-13,1.6705,1.6749,1.6555;;;;;
2000-03-14,1.6668,1.6791,1.6651;;;;;
2000-03-15,1.6655,1.6705,1.6585;;;;;
2000-03-16,1.659,1.6705,1.6528;;;;;
2000-03-17,1.6565,1.6701,1.6557;;;;;
2000-03-20,1.6563,1.6682,1.654;;;;;
2000-03-21,1.6716,1.6732,1.6545;;;;;
2000-03-22,1.6761,1.682,1.6711;;;;;
2000-03-23,1.646,1.675,1.6438;;;;;
2000-03-24,1.6277,1.65,1.624;;;;;
2000-03-27,1.6451,1.6497,1.621;;;;;
2000-03-28,1.6543,1.6575,1.6388;;;;;
2000-03-29,1.6763,1.6805,1.656;;;;;
2000-03-30,1.658,1.675,1.6556;;;;;
2000-03-31,1.6637,1.67,1.6545;;;;;
2000-04-03,1.6505,1.6649,1.6492;;;;;
2000-04-04,1.6349,1.6628,1.6105;;;;;
2000-04-05,1.6359,1.6425,1.6212;;;;;
2000-04-06,1.6363,1.6418,1.6318;;;;;
2000-04-07,1.6454,1.651,1.633;;;;;
2000-04-10,1.6369,1.648,1.6345;;;;;
2000-04-11,1.6406,1.6454,1.6298;;;;;
2000-04-12,1.6481,1.6565,1.6407;;;;;
2000-04-13,1.6489,1.6551,1.6405;;;;;
2000-04-14,1.6399,1.653,1.6314;;;;;
2000-04-17,1.6466,1.6495,1.6205;;;;;
2000-04-18,1.6619,1.668,1.649;;;;;
2000-04-19,1.6697,1.6782,1.659;;;;;
2000-04-20,1.6775,1.6808,1.6665;;;;;
2000-04-21,1.675,1.6782,1.6725;;;;;
2000-04-24,1.6725,1.676,1.6618;;;;;
2000-04-25,1.7082,1.7143,1.671;;;;;
2000-04-26,1.7023,1.714,1.7008;;;;;
2000-04-27,1.7273,1.7332,1.701;;;;;
2000-04-28,1.7236,1.7392,1.7163;;;;;
2000-05-01,1.7061,1.723,1.7055;;;;;
2000-05-02,1.7182,1.7249,1.706;;;;;
2000-05-03,1.724,1.7379,1.7119;;;;;
2000-05-04,1.7385,1.743,1.724;;;;;
2000-05-05,1.7293,1.7397,1.7154;;;;;
2000-05-08,1.7273,1.7374,1.717;;;;;
2000-05-09,1.7173,1.729,1.715;;;;;
2000-05-10,1.7166,1.7192,1.707;;;;;
2000-05-11,1.7308,1.7317,1.7085;;;;;
2000-05-12,1.6921,1.7205,1.6892;;;;;
2000-05-15,1.7067,1.707,1.6925;;;;;
2000-05-16,1.7186,1.7201,1.707;;;;;
2000-05-17,1.7339,1.7435,1.716;;;;;
2000-05-18,1.7414,1.7432,1.732;;;;;
2000-05-19,1.7278,1.7503,1.7248;;;;;
2000-05-22,1.719,1.7315,1.7134;;;;;
2000-05-23,1.725,1.733,1.7075;;;;;
2000-05-24,1.7216,1.728,1.7114;;;;;
2000-05-25,1.7139,1.734,1.712;;;;;
2000-05-26,1.6809,1.7145,1.6765;;;;;
2000-05-29,1.6925,1.6975,1.6785;;;;;
2000-05-30,1.6873,1.694,1.6715;;;;;
2000-05-31,1.6842,1.6964,1.68;;;;;
2000-06-01,1.6845,1.6928,1.679;;;;;
2000-06-02,1.67,1.689,1.6579;;;;;
2000-06-05,1.6606,1.6711,1.6603;;;;;
2000-06-06,1.6451,1.6555,1.6376;;;;;
2000-06-07,1.6317,1.647,1.629;;;;;
2000-06-08,1.6375,1.6482,1.6182;;;;;
2000-06-09,1.6418,1.6537,1.6365;;;;;
2000-06-12,1.638,1.6485,1.6322;;;;;
2000-06-13,1.6269,1.6395,1.6238;;;;;
2000-06-14,1.6289,1.6344,1.615;;;;;
2000-06-15,1.637,1.6481,1.628;;;;;
2000-06-16,1.6159,1.644,1.6149;;;;;
2000-06-19,1.6275,1.6301,1.6105;;;;;
2000-06-20,1.6232,1.634,1.621;;;;;
2000-06-21,1.639,1.6427,1.6295;;;;;
2000-06-22,1.6517,1.6568,1.635;;;;;
2000-06-23,1.6574,1.6598,1.646;;;;;
2000-06-26,1.6505,1.665,1.6473;;;;;
2000-06-27,1.6332,1.6515,1.6329;;;;;
2000-06-28,1.6443,1.6475,1.6335;;;;;
2000-06-29,1.6359,1.6515,1.6304;;;;;
2000-06-30,1.6345,1.6375,1.6228;;;;;
2000-07-03,1.6356,1.6401,1.6315;;;;;
2000-07-04,1.6325,1.6415,1.6315;;;;;
2000-07-05,1.6233,1.634,1.619;;;;;
2000-07-06,1.6263,1.6284,1.613;;;;;
2000-07-07,1.6278,1.6328,1.6226;;;;;
2000-07-10,1.6243,1.627,1.6195;;;;;
2000-07-11,1.6289,1.6342,1.62;;;;;
2000-07-12,1.6516,1.6554,1.6254;;;;;
2000-07-13,1.6552,1.664,1.6507;;;;;
2000-07-14,1.6513,1.6605,1.6502;;;;;
2000-07-17,1.656,1.6582,1.6465;;;;;
2000-07-18,1.6738,1.6797,1.6535;;;;;
2000-07-19,1.6781,1.6868,1.673;;;;;
2000-07-20,1.6621,1.6835,1.6604;;;;;
2000-07-21,1.6591,1.6673,1.6555;;;;;
2000-07-24,1.6659,1.6708,1.6585;;;;;
2000-07-25,1.6548,1.667,1.648;;;;;
2000-07-26,1.6497,1.6545,1.643;;;;;
2000-07-27,1.6632,1.6634,1.6455;;;;;
2000-07-28,1.6764,1.6783,1.661;;;;;
2000-07-31,1.6695,1.679,1.6653;;;;;
2000-08-01,1.686,1.6865,1.667;;;;;
2000-08-02,1.6908,1.6951,1.68;;;;;
2000-08-03,1.7044,1.714,1.682;;;;;
2000-08-04,1.7053,1.7163,1.7018;;;;;
2000-08-07,1.7032,1.7095,1.6991;;;;;
2000-08-08,1.7119,1.7198,1.703;;;;;
2000-08-09,1.7182,1.724,1.7098;;;;;
2000-08-10,1.7053,1.715,1.7016;;;;;
2000-08-11,1.7203,1.7232,1.6975;;;;;
2000-08-14,1.7195,1.7263,1.716;;;;;
2000-08-15,1.7094,1.7205,1.707;;;;;
2000-08-16,1.7067,1.72,1.7015;;;;;
2000-08-17,1.7051,1.715,1.7045;;;;;
2000-08-18,1.7213,1.724,1.7025;;;;;
2000-08-21,1.7316,1.7331,1.719;;;;;
2000-08-22,1.7389,1.744,1.7275;;;;;
2000-08-23,1.7224,1.7495,1.7218;;;;;
2000-08-24,1.7108,1.724,1.7084;;;;;
2000-08-25,1.7097,1.7255,1.7042;;;;;
2000-08-28,1.7127,1.7168,1.707;;;;;
2000-08-29,1.7336,1.7366,1.7139;;;;;
2000-08-30,1.7335,1.746,1.731;;;;;
2000-08-31,1.7421,1.7494,1.7265;;;;;
2000-09-01,1.7232,1.7465,1.7173;;;;;
2000-09-04,1.7285,1.7325,1.719;;;;;
2000-09-05,1.7462,1.7526,1.727;;;;;
2000-09-06,1.7783,1.7808,1.7435;;;;;
2000-09-07,1.7732,1.7915,1.7676;;;;;
2000-09-08,1.7794,1.7918,1.7705;;;;;
2000-09-11,1.7739,1.7902,1.7684;;;;;
2000-09-12,1.7674,1.7755,1.7558;;;;;
2000-09-13,1.7672,1.7725,1.755;;;;;
2000-09-14,1.7724,1.7758,1.751;;;;;
2000-09-15,1.7837,1.787,1.7625;;;;;
2000-09-18,1.7835,1.789,1.7764;;;;;
2000-09-19,1.7768,1.791,1.7722;;;;;
2000-09-20,1.7783,1.788,1.774;;;;;
2000-09-21,1.7665,1.781,1.7638;;;;;
2000-09-22,1.7305,1.7693,1.716;;;;;
2000-09-25,1.7391,1.7436,1.7235;;;;;
2000-09-26,1.7254,1.739,1.7245;;;;;
2000-09-27,1.7236,1.7342,1.7175;;;;;
2000-09-28,1.7301,1.736,1.721;;;;;
2000-09-29,1.728,1.7425,1.7227;;;;;
2000-10-02,1.735,1.7365,1.7215;;;;;
2000-10-03,1.7358,1.7388,1.7305;;;;;
2000-10-04,1.737,1.7421,1.7255;;;;;
2000-10-05,1.7502,1.7535,1.7325;;;;;
2000-10-06,1.7503,1.7561,1.744;;;;;
2000-10-09,1.7545,1.755,1.7445;;;;;
2000-10-10,1.7458,1.756,1.7395;;;;;
2000-10-11,1.7422,1.744,1.728;;;;;
2000-10-12,1.7424,1.7554,1.7358;;;;;
2000-10-13,1.77,1.7713,1.7395;;;;;
2000-10-16,1.7755,1.7846,1.7655;;;;;
2000-10-17,1.7664,1.7839,1.7658;;;;;
2000-10-18,1.7898,1.7997,1.7517;;;;;
2000-10-19,1.7856,1.791,1.782;;;;;
2000-10-20,1.7831,1.7974,1.7775;;;;;
2000-10-23,1.7979,1.8002,1.7834;;;;;
2000-10-24,1.7962,1.8007,1.7885;;;;;
2000-10-25,1.8197,1.8234,1.7955;;;;;
2000-10-26,1.8203,1.8295,1.8128;;;;;
2000-10-27,1.8064,1.822,1.8019;;;;;
2000-10-30,1.8069,1.81,1.7905;;;;;
2000-10-31,1.7979,1.812,1.7937;;;;;
2000-11-01,1.7744,1.8015,1.7716;;;;;
2000-11-02,1.7746,1.7805,1.766;;;;;
2000-11-03,1.7586,1.7805,1.7455;;;;;
2000-11-06,1.7687,1.779,1.749;;;;;
2000-11-07,1.7666,1.7744,1.76;;;;;
2000-11-08,1.7775,1.786,1.7521;;;;;
2000-11-09,1.7565,1.7832,1.7534;;;;;
2000-11-10,1.7677,1.7708,1.7495;;;;;
2000-11-13,1.7666,1.7731,1.7575;;;;;
2000-11-14,1.7743,1.7793,1.7635;;;;;
2000-11-15,1.7785,1.783,1.765;;;;;
2000-11-16,1.7899,1.7918,1.775;;;;;
2000-11-17,1.8005,1.8008,1.779;;;;;
2000-11-20,1.7964,1.8064,1.7913;;;;;
2000-11-21,1.8035,1.8074,1.7875;;;;;
2000-11-22,1.7993,1.8068,1.7935;;;;;
2000-11-23,1.8135,1.814,1.798;;;;;
2000-11-24,1.8039,1.8175,1.8023;;;;;
2000-11-27,1.7762,1.8085,1.7753;;;;;
2000-11-28,1.7622,1.781,1.7594;;;;;
2000-11-29,1.7604,1.764,1.751;;;;;
2000-11-30,1.7301,1.762,1.7265;;;;;
2000-12-01,1.724,1.7371,1.722;;;;;
2000-12-04,1.7007,1.7295,1.6972;;;;;
2000-12-05,1.714,1.7184,1.6965;;;;;
2000-12-06,1.7017,1.7185,1.6994;;;;;
2000-12-07,1.7015,1.7067,1.6897;;;;;
2000-12-08,1.7116,1.7163,1.6979;;;;;
2000-12-11,1.7125,1.7208,1.703;;;;;
2000-12-12,1.7126,1.7178,1.7005;;;;;
2000-12-13,1.7169,1.7255,1.7095;;;;;
2000-12-14,1.6935,1.716,1.6921;;;;;
2000-12-15,1.6809,1.6905,1.675;;;;;
2000-12-18,1.6826,1.686,1.6695;;;;;
2000-12-19,1.6856,1.6986,1.677;;;;;
2000-12-20,1.6715,1.6885,1.669;;;;;
2000-12-21,1.6655,1.6775,1.6625;;;;;
2000-12-22,1.6474,1.6645,1.6445;;;;;
2000-12-25,1.6467,1.6467,1.6467;;;;;
2000-12-26,1.6265,1.646,1.6265;;;;;
2000-12-27,1.6386,1.645,1.6265;;;;;
2000-12-28,1.6362,1.6485,1.635;;;;;
2000-12-29,1.629,1.64,1.6182;;;;;
2001-01-01,1.629,1.629,1.629;;;;;
2001-01-02,1.6018,1.62,1.5985;;;;;
2001-01-03,1.6291,1.6331,1.59;;;;;
2001-01-04,1.605,1.6315,1.5995;;;;;
2001-01-05,1.5976,1.6113,1.5935;;;;;
2001-01-08,1.6035,1.6128,1.597;;;;;
2001-01-09,1.6146,1.6221,1.6075;;;;;
2001-01-10,1.6261,1.6271,1.611;;;;;
2001-01-11,1.6122,1.6285,1.605;;;;;
2001-01-12,1.6185,1.6247,1.607;;;;;
